TN,Time,x_norm,y_norm,RT,Target
9,0.0,-0.0015715956687929467,0.12918817996978793,-0.5408091449999829,90
9,0.001,-0.0015906399958708572,0.1291787328072569,-0.5398091449999829,90
9,0.002,-0.0016096843229487677,0.12916928564472585,-0.5388091449999829,90
9,0.003,-0.0016287286500266782,0.1291598384821948,-0.5378091449999829,90
9,0.004,-0.0016477729771045887,0.1291503913196638,-0.5368091449999829,90
9,0.005,-0.0016668173041824992,0.12914094415713276,-0.5358091449999829,90
9,0.006,-0.00168586163126041,0.12913149699460172,-0.5348091449999829,90
9,0.007,-0.0017049059583383204,0.12912204983207068,-0.5338091449999829,90
9,0.008,-0.001723950285416231,0.12911260266953964,-0.5328091449999829,90
9,0.009000000000000001,-0.0017429946124941414,0.1291031555070086,-0.5318091449999829,90
9,0.01,-0.001762038939572052,0.1290937083444776,-0.5308091449999829,90
9,0.011,-0.0017810832666499625,0.12908426118194655,-0.5298091449999829,90
9,0.012,-0.001800127593727873,0.1290748140194155,-0.5288091449999829,90
9,0.013000000000000001,-0.0018191719208057835,0.12906536685688447,-0.5278091449999829,90
9,0.014,-0.001838216247883694,0.12905591969435343,-0.5268091449999829,90
9,0.015,-0.0018572605749616047,0.1290464725318224,-0.5258091449999829,90
9,0.016,-0.0018763049020395152,0.12903702536929135,-0.5248091449999829,90
9,0.017,-0.0018953492291174257,0.12902757820676033,-0.5238091449999829,90
9,0.018000000000000002,-0.0019143935561953362,0.1290181310442293,-0.5228091449999829,90
9,0.019,-0.0019334378832732467,0.12900868388169826,-0.5218091449999829,90
9,0.02,-0.0019524822103511572,0.12899923671916722,-0.5208091449999829,90
9,0.021,-0.0019715265374290677,0.12898978955663618,-0.5198091449999829,90
9,0.022,-0.0019905708645069783,0.12898034239410514,-0.5188091449999829,90
9,0.023,-0.0020096151915848888,0.1289708952315741,-0.5178091449999829,90
9,0.024,-0.0020286595186627993,0.12896144806904308,-0.5168091449999829,90
9,0.025,-0.0020477038457407098,0.12895200090651204,-0.5158091449999829,90
9,0.026000000000000002,-0.0020667481728186203,0.128942553743981,-0.5148091449999829,90
9,0.027,-0.002085792499896531,0.12893310658144996,-0.5138091449999829,90
9,0.028,-0.0021048368269744413,0.12892365941891892,-0.5128091449999829,90
9,0.029,-0.002123881154052352,0.12891421225638788,-0.5118091449999829,90
9,0.03,-0.0021429254811302628,0.12890476509385687,-0.5108091449999829,90
9,0.031,-0.002161969808208173,0.12889531793132583,-0.5098091449999829,90
9,0.032,-0.0021810141352860838,0.1288858707687948,-0.5088091449999829,90
9,0.033,-0.0022000584623639943,0.12887642360626375,-0.5078091449999829,90
9,0.034,-0.0022191027894419048,0.1288669764437327,-0.5068091449999829,90
9,0.035,-0.0022381471165198153,0.12885752928120167,-0.5058091449999829,90
9,0.036000000000000004,-0.002257191443597726,0.12884808211867063,-0.5048091449999829,90
9,0.037,-0.0022762357706756363,0.12883863495613962,-0.5038091449999829,90
9,0.038,-0.002295280097753547,0.12882918779360858,-0.5028091449999829,90
9,0.039,-0.0023143244248314573,0.12881974063107754,-0.5018091449999829,90
9,0.04,-0.002333368751909368,0.1288102934685465,-0.5008091449999829,90
9,0.041,-0.0023524130789872783,0.12880084630601546,-0.4998091449999829,90
9,0.042,-0.002371457406065189,0.12879139914348442,-0.4988091449999829,90
9,0.043000000000000003,-0.0023905017331430994,0.12878195198095338,-0.4978091449999829,90
9,0.044,-0.00240954606022101,0.12877250481842237,-0.4968091449999829,90
9,0.045,-0.0024285903872989204,0.12876305765589133,-0.4958091449999829,90
9,0.046,-0.002447634714376831,0.1287536104933603,-0.4948091449999829,90
9,0.047,-0.0024666790414547414,0.12874416333082925,-0.4938091449999829,90
9,0.048,-0.002485723368532652,0.1287347161682982,-0.4928091449999829,90
9,0.049,-0.002504767695610563,0.12872526900576717,-0.4918091449999829,90
9,0.05,-0.002523812022688473,0.12871582184323616,-0.4908091449999829,90
9,0.051000000000000004,-0.002542856349766384,0.12870637468070512,-0.4898091449999829,90
9,0.052000000000000005,-0.002561900676844294,0.12869692751817408,-0.4888091449999829,90
9,0.053,-0.002580945003922205,0.12868748035564304,-0.4878091449999829,90
9,0.054,-0.002599989331000115,0.128678033193112,-0.4868091449999829,90
9,0.055,-0.002619033658078026,0.12866858603058096,-0.4858091449999829,90
9,0.056,-0.002638077985155936,0.12865913886804992,-0.4848091449999829,90
9,0.057,-0.002657122312233847,0.1286496917055189,-0.4838091449999829,90
9,0.058,-0.0026761666393117574,0.12864024454298786,-0.4828091449999829,90
9,0.059000000000000004,-0.002695210966389668,0.12863079738045682,-0.4818091449999829,90
9,0.06,-0.0027142552934675784,0.12862135021792578,-0.4808091449999829,90
9,0.061,-0.002733299620545489,0.12861190305539474,-0.4798091449999829,90
9,0.062,-0.0027523439476233994,0.1286024558928637,-0.4788091449999829,90
9,0.063,-0.00277138827470131,0.1285930087303327,-0.4778091449999829,90
9,0.064,-0.0027904326017792204,0.12858356156780165,-0.4768091449999829,90
9,0.065,-0.002809476928857131,0.1285741144052706,-0.4758091449999829,90
9,0.066,-0.002828521255935042,0.12856466724273957,-0.4748091449999829,90
9,0.067,-0.002847565583012952,0.12855522008020853,-0.4738091449999829,90
9,0.068,-0.002866609910090863,0.1285457729176775,-0.4728091449999829,90
